license_id,name,city,state,specialty,title,verification_url
ASMB218961,"Bailey, Jason Michael, D.O.",Bentonville,Arkansas,Internal Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB218961
ASMB217358,"Bailey, Lauren Ashley, M.D.",Rogers,Arkansas,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB217358
ASMB223477,"Bailey, Lauren Hayes, M.D.",Lowell,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB223477
ASMB205942,"Bailey, Mark Stuart, Jr., M.D.",Benton,Arkansas,Orthopaedic Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB205942
ASMB218055,"Bailey, Omavi Folu, M.D.",El Paso,Texas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB218055
ASMB220,"Bailey, Scott Alan, M.D.",Fayetteville,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB220
ASMB17306,"Bailey, Thomas O., M.D.",Helena,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB17306
ASMB17715,"Bailey, William Brian, M.D.",Jonesboro,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB17715
ASMB207929,"Baird, Brian C., M.D.",Cabot,Arkansas,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB207929
ASMB224248,"Baird, Samuel Howard, M.D.",Houston,Texas,Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB224248
ASMB212174,"Bajaj, Gitanjali, M.D.",Little Rock,Arkansas,Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB212174
ASMB14601,"Baka, John V., M.D.",Benton,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB14601
ASMB226,"Baker, Bonnie Jean Lynch, M.D.",Fayetteville,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB226
ASMB225494,"Baker, Cody Allen, M.D.",Bella Vista,Arkansas,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB225494
ASMB225823,"Baker, David Leon, D.O.",Rogers,Arkansas,General Surgery,D.O.,../verify/results.aspx?strPHIDNO=ASMB225823
ASMB7302,"Baker, David Littleton, Jr., M.D.",Conway,Arkansas,Ophthalmology,M.D.,../verify/results.aspx?strPHIDNO=ASMB7302
ASMB205352,"Baker, Erica Nicole, D.O.",Jonesboro,Arkansas,Family Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB205352
ASMB232,"Baker, Glen Franklin, M.D.",Cammack Village,Arkansas,Anatomic/Clinical Pathology,M.D.,../verify/results.aspx?strPHIDNO=ASMB232
ASMB8227,"Baker, James Bernard, D.O.",Rogers,Arkansas,Internal Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB8227
ASMB15960,"Baker, Jeffrey Richard, M.D.",Springdale,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB15960
ASMB234,"Baker, John Robert, M.D.",Batesville,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB234
ASMB222471,"Baker, Jovan Collantes, M.D.",Conway,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB222471
ASMB17336,"Baker, Karen Furlow, M.D.",Conway,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB17336
ASMB23195,"Baker, Robert Caton, M.D.",Springdale,Arkansas,Anesthesiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB23195
ASMB10371,"Baker, Robert R., D.O.",Van Buren,Arkansas,Family Practice,D.O.,../verify/results.aspx?strPHIDNO=ASMB10371
ASMB217596,"Baker, Robert Steven, M.D.",Fayetteville,Arkansas,Ophthalmology,M.D.,../verify/results.aspx?strPHIDNO=ASMB217596
ASMB200173,"Baker, Sean Blair, D.O.",Fort Smith,Arkansas,Family Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB200173
ASMB225702,"Baker, Steven Andrew, M.D.",Farmington,Utah,Clinical Pathology,M.D.,../verify/results.aspx?strPHIDNO=ASMB225702
ASMB19978,"Baker, Timothy Darrell, M.D.",Huntsville,Alabama,Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB19978
ASMB205272,"Baker, William Bernard, III, M.D.",Batesville,Arkansas,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB205272
ASMB207105,"Balasekaran, Ranga, M.D.",Conway,Arkansas,Gastroenterology,M.D.,../verify/results.aspx?strPHIDNO=ASMB207105
ASMB222228,"Baldawi, Muaamar Basem, D.O.",Jonesboro,Arkansas,Internal Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB222228
ASMB215539,"Baldeo, Candice Marina, M.D.",Harrison,Arkansas,Hematology/Oncology,M.D.,../verify/results.aspx?strPHIDNO=ASMB215539
ASMB223277,"Baldeo, Cherisse Melissa Hema, M.D.",Harrison,Arkansas,Cardiovascular Disease,M.D.,../verify/results.aspx?strPHIDNO=ASMB223277
ASMB248,"Baldridge, John Allen, M.D.",Fayetteville,Arkansas,Endocrinology,M.D.,../verify/results.aspx?strPHIDNO=ASMB248
ASMB209364,"Baldwin, Aaron Baker, M.D.",Hot Springs,Arkansas,Oral & Maxillofacial Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB209364
ASMB209683,"Baldwin, Abby Kauffman, M.D.",Fayetteville,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB209683
ASMB255,"Baldwin, Ronald Lynwood, M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB255
ASMB10938,"Baldwin, Shelly Lynn, M.D.",Roland,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB10938
ASMB204129,"Balentine, Robert Warren, Jr., M.D.",Hot Springs,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB204129
ASMB208132,"Balguri, Sumanth , M.D.",Fort Smith,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB208132
ASMB12898,"Balis, Luc Guy Gabriel, M.D.",Fort Smith,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB12898
ASMB257,"Balke, Susan Wanda, D.O.",Marianna,Arkansas,Family Practice,D.O.,../verify/results.aspx?strPHIDNO=ASMB257
ASMB259,"Ball, Charles Scaife, M.D.",Fayetteville,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB259
ASMB218984,"Ball, John T., M.D.",Fayetteville,Arkansas,Nephrology,M.D.,../verify/results.aspx?strPHIDNO=ASMB218984
ASMB225217,"Ball, Jordan Edward, D.O.",Little Rock,Arkansas,Ophthalmology,D.O.,../verify/results.aspx?strPHIDNO=ASMB225217
ASMB16830,"Ball, Peter H., M.D.",Farmington,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB16830
ASMB21018,"Ballard, Cara Beth, M.D.",Mountain Home,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB21018
ASMB264,"Ballard, Clarence Ervin, Jr., M.D.",Little Rock,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB264
ASMB17099,"Ballard, Devon Reed, M.D.",Sherwood,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB17099
ASMB212695,"Balldin, Fredrik Johan, M.D.",Fayetteville,Arkansas,Radiology/Interventional Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB212695
ASMB212444,"Balle, Larry, II, M.D.",Houston,Texas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB212444
ASMB17432,"Ballinger, Phillip Scott, M.D.",Conway,Arkansas,Otolaryngology,M.D.,../verify/results.aspx?strPHIDNO=ASMB17432
ASMB200381,"Balmakund, Jhablall, M.D.",Rogers,Arkansas,Neurology/Special Qualifications in Child Neurology,M.D.,../verify/results.aspx?strPHIDNO=ASMB200381
ASMB15500,"Balmakund, Tonya Michele, M.D.",Springdale,Arkansas,Pediatric Neurology,M.D.,../verify/results.aspx?strPHIDNO=ASMB15500
ASMB218254,"Balogh, Julius , M.D.",Little Rock,Arkansas,Anesthesiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB218254
ASMB10580,"Balsara, Zubin N., M.D.",Fort Smith,Arkansas,Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB10580
ASMB225279,"Baltz, Alan Patrick, M.D.",North Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB225279
ASMB20057,"Baltz, Alexander Joseph, M.D.",Pocahontas,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB20057
ASMB7303,"Baltz, Brad Patrick, M.D.",Little Rock,Arkansas,Hematology/Oncology,M.D.,../verify/results.aspx?strPHIDNO=ASMB7303
ASMB206121,"Baltz, Brian Anthony, M.D.",Monette,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB206121
ASMB222753,"Baltz, John Lawrence, M.D.",Mountain Home,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB222753
ASMB12932,"Baltz, Katherine Henry, M.D.",Little Rock,Arkansas,Ophthalmology,M.D.,../verify/results.aspx?strPHIDNO=ASMB12932
ASMB268,"Baltz, Mark Anthony, M.D.",Boswell,Arkansas,Mental Health,M.D.,../verify/results.aspx?strPHIDNO=ASMB268
ASMB223064,"Baltz, Matthew Jay, M.D.",Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB223064
ASMB213971,"Baltz, Rebekah Grace, M.D.",Bentonville,Arkansas,Dermatology,M.D.,../verify/results.aspx?strPHIDNO=ASMB213971
ASMB16662,"Baltz, Tracy Clement, M.D.",Little Rock,Arkansas,Ophthalmology,M.D.,../verify/results.aspx?strPHIDNO=ASMB16662
ASMB19928,"Bandy, Lawrence Curtis, M.D.",Little Rock,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB19928
ASMB270,"Bandy, Preston Ross, M.D.",Hot Springs,Arkansas,Rheumatology,M.D.,../verify/results.aspx?strPHIDNO=ASMB270
ASMB22913,"Bandy, Raymond Luther, Jr., M.D.",Mountain Home,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB22913
ASMB200331,"Banerjee, Amitabha , M.D.",Houston,Texas,Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB200331
ASMB209822,"Bangash, Kayhan Amir, M.D.",Pine Bluff,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB209822
ASMB20901,"Banks-Giles, Holli Nicole, M.D.",West Memphis,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB20901
ASMB16797,"Banning, Michelle Jean, M.D.",Danville,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB16797
ASMB222958,"Banning, Ryan Christopher, M.D.",Fort Smith,Arkansas,General Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB222958
ASMB19249,"Bansal, Sharad , M.D.",Springfield,Missouri,Internal Medicine/Cardiovascular Disease,M.D.,../verify/results.aspx?strPHIDNO=ASMB19249
ASMB211147,"Bansal, Shipra, M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB211147
ASMB206671,"Bao, Shunzhong Shawn, M.D.",Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB206671
ASMB210267,"Baranyk, Christopher Stephen, D.O.",Green Forest,Arkansas,Family Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB210267
ASMB217753,"Barber, Austin Neal, M.D.",Mountain Home,Arkansas,Urology,M.D.,../verify/results.aspx?strPHIDNO=ASMB217753
ASMB209032,"Barber, James Robert, III, M.D.",Fort Smith,Arkansas,OB/GYN,M.D.,../verify/results.aspx?strPHIDNO=ASMB209032
ASMB16782,"Barber, Jeffery Lee, D.O.",Jonesboro,Arkansas,Family Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB16782
ASMB274,"Barber, Jeffrey Liston, M.D.",Fayetteville,Arkansas,Otolaryngology,M.D.,../verify/results.aspx?strPHIDNO=ASMB274
ASMB215932,"Barber, Kevin Anthony, M.D.",North Little Rock,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB215932
ASMB2077,"Barber, Laurie Diane Gray, M.D.",Little Rock,Arkansas,Ophthalmology,M.D.,../verify/results.aspx?strPHIDNO=ASMB2077
ASMB18535,"Barboza, Jodi M., M.D.",Little Rock,Arkansas,Radiology/Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB18535
ASMB277,"Bard, David Sayre, M.D.",Little Rock,Arkansas,Gynecologic Oncology,M.D.,../verify/results.aspx?strPHIDNO=ASMB277
ASMB20859,"Bardell, Craig Robert, M.D.",Forrest City,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB20859
ASMB216376,"Bardella, Inis Jane, M.D.",Fayetteville,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB216376
ASMB17663,"Barden, Michael Greggory, M.D.",Searcy,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB17663
ASMB218954,"Barenberg, Kathryn Grace, M.D.",Austin,Texas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB218954
ASMB223699,"Bargas, Matthew St. John, M.D.",Springdale,Arkansas,Pediatric Anesthesiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB223699
ASMB9374,"Barger, Denver Lee, M.D.",Beebe,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB9374
ASMB213618,"Barker, Brett Eric, M.D.",Texarkana,Texas,Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB213618
ASMB226185,"Barker, Chad Herman, M.D.",Omaha,Nebraska,Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB226185
ASMB208720,"Barker, Jared Dale, D.O.",Austin,Texas,Anatomic/Clinical Pathology,D.O.,../verify/results.aspx?strPHIDNO=ASMB208720
ASMB22778,"Barker, Lisa Rebecca, M.D.",Benton,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB22778
ASMB7989,"Barker, Monty Ray, M.D.",Mountain Home,Arkansas,Otolaryngology,M.D.,../verify/results.aspx?strPHIDNO=ASMB7989
ASMB221936,"Barker, Tyeler D., M.D.",Batesville,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB221936
ASMB225079,"Barkley, Hannah Greer, M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB225079
ASMB21532,"Barlow, Todd Stephen, M.D.",Springdale,Arkansas,Anesthesiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB21532
ASMB225334,"Barnes, Bailey Rene, M.D.",Little Rock,Arkansas,General Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB225334
ASMB286,"Barnes, Charles Lowry, M.D.",Little Rock,Arkansas,Orthopaedic Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB286
ASMB210041,"Barnes, Emily Smith, M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB210041
ASMB211092,"Barnes, Lindsey Ann, M.D.",Fayetteville,Arkansas,Pulmonary Disease & Critical Care Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB211092
ASMB221298,"Barnes, Sarah A., M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB221298
ASMB17037,"Barnes, Seth Michael, M.D.",Hot Springs,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB17037
ASMB219068,"Barnett, Dylan Keith, M.D.",Paragould,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB219068
ASMB215330,"Barnett, Joshua Don, M.D.",Jonesboro,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB215330
ASMB216040,"Barnett, Kevin Michael, M.D.",Searcy,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB216040
ASMB20731,"Barnett, Matthew Eric, M.D.",Magnolia,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB20731
ASMB14855,"Barnett, Ronald Wayne, Jr., M.D.",Pocahontas,Arkansas,Internal Medicine & Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB14855
ASMB219112,"Barnhardt, Richard David, M.D.",Harrison,Arkansas,Anesthesiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB219112
ASMB7238,"Baron, Jason Dennis, M.D.",Houston,Texas,Psychiatry/Child & Adolescent Psychiatry,M.D.,../verify/results.aspx?strPHIDNO=ASMB7238
ASMB8613,"Barone, Gary Wickens, M.D.",Little Rock,Arkansas,General Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB8613
ASMB213018,"Barr, Frederick Earl, M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB213018
ASMB302,"Barr, Marilyn Irene, M.D.",Fort Smith,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB302
ASMB205993,"Barr, Susan Alison, M.D.",Little Rock,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB205993
ASMB209745,"Barreto Andrade, Juan Camilo, M.D.",Little Rock,Arkansas,General Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB209745
ASMB304,"Barrett-Tuck, Rebecca Jo, M.D.",Jonesboro,Arkansas,Neurological Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB304
ASMB307,"Barron, William Garr, M.D.",Russellville,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB307
ASMB7682,"Barrow, Angela Hunthrop, M.D.",North Little Rock,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB7682
ASMB10809,"Barrow, Jimmy LaMon, D.O.",Oden,Arkansas,Family Practice,D.O.,../verify/results.aspx?strPHIDNO=ASMB10809
ASMB18676,"Barrow, John Harley, Jr., M.D.",Mountain Home,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB18676
ASMB7304,"Barrow, Robert Lamonte, M.D.",Little Rock,Arkansas,Legal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB7304
ASMB22137,"Bartel, Twyla Brianne, D.O.",Little Rock,Arkansas,Nuclear Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB22137
ASMB218352,"Bartholomew, Seth Andrew, M.D.",Fort Smith,Arkansas,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB218352
ASMB204817,"Bartlett, Christina Marie, M.D.",Russellville,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB204817
ASMB11583,"Bartnicke, Benjamin Joseph, M.D.",Little Rock,Arkansas,Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB11583
ASMB312,"Barton, Arlis Dale, M.D.",Dover,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB312
ASMB217872,"Barton, Eric Vernon, M.D.",Jasper,Arkansas,Occupational Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB217872
ASMB313,"Barton, Gary Mark, M.D.",North Little Rock,Arkansas,Gastroenterology,M.D.,../verify/results.aspx?strPHIDNO=ASMB313
ASMB200320,"Barton, Katherine Diane, M.D.",North Little Rock,Arkansas,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB200320
ASMB15747,"Barton, Lance W., M.D.",Greenwood,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB15747
ASMB215817,"Barton, Mary Kay, M.D.",Franklin,Tennessee,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB215817
ASMB203739,"Bartter, Thaddeus Charles, M.D.",Little Rock,Arkansas,Internal Medicine/Pulmonary Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB203739
ASMB212222,"Basham, Kyle Brian, M.D.",Fort Smith,Arkansas,Urology,M.D.,../verify/results.aspx?strPHIDNO=ASMB212222
ASMB217985,"Bashir, Maaman Zahoor, M.D.",Pine Bluff,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB217985
ASMB222741,"Bashtawi, Yazan Ali Elayan, M.D.",Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB222741
ASMB218784,"Baskaran, Janani , M.D.",Batesville,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB218784
ASMB6839,"Baskin, Barry Dewitt, M.D.",North Little Rock,Arkansas,Physical Medicine & Rehabilitation,M.D.,../verify/results.aspx?strPHIDNO=ASMB6839
ASMB218888,"Basma, Jaafar , M.D.",Sherwood,Arkansas,Neurosurgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB218888
ASMB316,"Bass, David Wells, M.D.",Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB316
ASMB21768,"Bass, Lanessa Dawn, M.D.",Houston,Texas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB21768
ASMB226485,"Bass, Pat Farrington, III, M.D.",Austin,Texas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB226485
ASMB223954,"Bateman, Mishala Rebecca, M.D.",Fort Smith,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB223954
ASMB11335,"Bates, Ronald James, D.O.",Batesville,Arkansas,Family Practice,D.O.,../verify/results.aspx?strPHIDNO=ASMB11335
ASMB7817,"Bates, Stephen Roger Denis, M.D.",Jonesboro,Arkansas,Pediatric Neurology,M.D.,../verify/results.aspx?strPHIDNO=ASMB7817
ASMB222180,"Batliwala, Shehzad Yusuf, D.O.",Fayetteville,Arkansas,Ophthalmology,D.O.,../verify/results.aspx?strPHIDNO=ASMB222180
ASMB320,"Batres, Francisco , M.D.",Little Rock,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB320
ASMB208717,"Batta-Mpouma, Rosemay Pierre, M.D.",Rogers,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB208717
ASMB223110,"Battafarano, Vincent Michael, M.D.",North Little Rock,Arkansas,Physical Medicine & Rehabilitation,M.D.,../verify/results.aspx?strPHIDNO=ASMB223110
ASMB224130,"Batten, Colton Tyler, D.O.",Fayetteville,Arkansas,Family Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB224130
ASMB211698,"Battle, Bennett O'Brien, M.D.",Fayetteville,Arkansas,Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB211698
ASMB211697,"Battle, Laura Raquel, M.D.",Bentonville,Arkansas,Dermatology,M.D.,../verify/results.aspx?strPHIDNO=ASMB211697
ASMB18240,"Battles, Lourie Ann, M.D.",Sherwood,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB18240
ASMB219910,"Baty, Timothy Dylan, D.O.",Wynne,Arkansas,Family Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB219910
ASMB9703,"Bauer, David Harris, M.D.",Little Rock,Arkansas,Plastic Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB9703
ASMB6502,"Bauer, Frank M., III, M.D.",Mountain Home,Arkansas,Cardiovascular Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB6502
ASMB211276,"Bauer, Thurston Matthew, M.D.",Little Rock,Arkansas,Cardiovascular & Thoracic Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB211276
ASMB14331,"Bauknight, Nichole Michelle, M.D.",Little Rock,Arkansas,Child & Adolescent Psychiatry,M.D.,../verify/results.aspx?strPHIDNO=ASMB14331
ASMB211016,"Bavineni, Mahesh, M.D.",Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB211016
ASMB221919,"Baweja, Priyanka , M.D.",Rogers,Arkansas,Psychiatry,M.D.,../verify/results.aspx?strPHIDNO=ASMB221919
ASMB212428,"Baweja, Ramneesh, M.D.",Texarkana,Texas,Psychiatry,M.D.,../verify/results.aspx?strPHIDNO=ASMB212428
ASMB221596,"Baxter, Aaron James, M.D.",Houston,Texas,Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB221596
ASMB219753,"Baxter, Samuel Rice, M.D.",Little Rock,Arkansas,Orthopaedics,M.D.,../verify/results.aspx?strPHIDNO=ASMB219753
ASMB23427,"Bayles, Samuel Tyler Armstrong, M.D.",Conway,Arkansas,Psychiatry,M.D.,../verify/results.aspx?strPHIDNO=ASMB23427
ASMB207334,"Bazzel, Grady Judson, M.D.",Nashville,Tennessee,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB207334
ASMB332,"Beachy, Allen Leroy, M.D.",Fort Smith,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB332
ASMB212339,"Beal, Katie Elizabeth, M.D.",Bentonville,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB212339
ASMB203335,"Beallis, Donna B., D.O.",Fort Smith,Arkansas,Family Practice,D.O.,../verify/results.aspx?strPHIDNO=ASMB203335
ASMB203309,"Beallis, Randall S., D.O.",Fort Smith,Arkansas,Family Practice,D.O.,../verify/results.aspx?strPHIDNO=ASMB203309
ASMB335,"Beam, David Charles, M.D.",Fayetteville,Arkansas,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB335
ASMB212018,"Beam, Zachary Tyler, D.O.",Springfield,Missouri,General Surgery,D.O.,../verify/results.aspx?strPHIDNO=ASMB212018
ASMB18919,"Bean, Ashley Shannon, M.D.",Little Rock,Arkansas,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB18919
ASMB19608,"Bean, Brian Terry, M.D.",Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB19608
ASMB16025,"Bean, Paul Edward, M.D.",Fort Smith,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB16025
ASMB206065,"Bear, Taylor Clay, M.D.",Cleveland,Tennessee,Neurology,M.D.,../verify/results.aspx?strPHIDNO=ASMB206065
ASMB205565,"Beard, Amy Lynn, M.D.",Paron,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB205565
ASMB341,"Beard, Charles Allen, M.D.",Rogers,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB341
ASMB209132,"Beard, Courtney Elizabeth, M.D.",Springfield,Missouri,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB209132
ASMB8555,"Beard, Michael Ray, M.D.",White Hall,West Virginia,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB8555
ASMB10958,"Bearden, Jeffrey Charles, M.D.",Fayetteville,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB10958
ASMB204037,"Bearden, Lisa Ann, M.D.",Bentonville,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB204037
